artist,track,duration,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,genre
Tropidelic,Snowman (with Dirty Heads),3.78,45.0,0.665,0.734,9.0,-5.824,1,0.0435,0.00651,1.24e-05,0.0948,0.842,139.99,4,rock
The Flower Kings,Broken,6.8,29.0,0.393,0.623,9.0,-13.091,1,0.0476,0.128,0.00106,0.0919,0.286,165.069,5,rock
KAYTRANADA,Caution,2.6,58.0,0.696,0.394,11.0,-13.825,0,0.539,0.0579,0.821,0.0899,0.747,216.053,4,pop
Ezra Collective,Chapter 7 (feat. Ty),4.79,49.0,0.787,0.523,7.0,-8.628,0,0.0603,0.205,0.0492,0.115,0.803,105.041,4,hiphop
Supertramp,Just Another Nervous Wreck - 2010 Remastered,4.43,43.0,0.352,0.786,3.0,-5.709,1,0.0538,0.535,0.000572,0.109,0.523,151.314,4,rock
The Jazz June,The Scars to Prove It,4.07,26.0,0.336,0.839,2.0,-7.597,1,0.043,0.116,0.00965,0.0991,0.42,145.094,4,rock
Gentle Giant,Pantagruel's Nativity,6.84,33.0,0.32,0.355,4.0,-16.852,0,0.0366,0.205,0.388,0.118,0.218,139.522,4,rock
Britney Spears,Breathe on Me,3.73,53.0,0.709,0.565,5.0,-6.395,0,0.0471,0.00209,0.0125,0.0901,0.571,112.203,4,pop
Girafot,◊®◊û◊ô ◊û◊ï◊ê◊©◊ù ◊ë◊ê◊ó◊ñ◊ß◊™ ◊°◊û◊ô◊ù ◊ß◊ú◊ô◊ù,5.52,34.0,0.63,0.569,8.0,-14.582,1,0.0353,0.0211,0.0464,0.302,0.549,148.308,4,rock
Shlomo Artzi,◊™◊í◊ô◊ì◊ô,3.86,31.0,0.422,0.268,6.0,-9.376,0,0.0312,0.94,2.17e-05,0.139,0.213,127.687,4,rock
Sheryl Crow,My Favorite Mistake,4.14,46.0,0.614,0.777,4.0,-8.24,0,0.0304,0.00494,0.000851,0.349,0.552,104.646,4,rock
Faith No More,We Care a Lot,4.05,3.0,0.804,0.893,2.0,-5.151,1,0.0436,0.0827,7.86e-05,0.0631,0.898,108.914,4,rock
September Mourning,Wake The Dead,3.45,41.0,0.261,0.963,2.0,-2.514,1,0.124,1.72e-05,0.00661,0.305,0.361,113.742,5,metal
Yehudit Ravitz,◊ú◊û◊ô ◊©◊ê◊ô◊†◊ï ◊û◊ê◊û◊ô◊ü,3.17,15.0,0.555,0.222,2.0,-15.711,0,0.0345,0.859,0.000465,0.0696,0.335,148.804,4,rock
Matchbook Romance,Monsters,4.06,59.0,0.362,0.945,10.0,-2.651,0,0.0575,0.00131,2.51e-05,0.154,0.487,114.797,4,rock
Valerian Swing,Scilla,3.97,24.0,0.157,0.862,6.0,-5.879,1,0.0565,0.00979,0.781,0.0953,0.266,81.152,4,rock
Cold War Kids,Who‚Äôs Gonna Love Me Now,2.85,55.0,0.45,0.947,6.0,-3.608,0,0.207,0.00277,0.00027,0.286,0.298,118.701,4,rock
"Shashi Kapoor, Amitabh Bachchan, Shatrughan Sinha, Rakhee, Parveen Babi, Neetu Singh",Vijay Bhaia Kahan Ho (with Dialogues),29.89,2.0,0.405,0.52,11.0,-9.569,0,0.17,0.775,0.000103,0.0881,0.389,91.0,4,bollywood
Tkay Maidza,Where Is My Mind?,2.95,59.0,0.544,0.507,1.0,-4.963,0,0.0314,0.0056,0.000192,0.288,0.151,148.002,4,rock
Nur Yoldas,Sultan-ƒ± Yegah,3.23,51.0,0.419,0.695,2.0,-5.497,0,0.0558,0.766,0.000254,0.357,0.715,176.554,4,rock
Liv Sin,Slave to the Machine,3.65,38.0,0.596,0.909,2.0,-4.3,0,0.085,0.000224,0.000115,0.0799,0.602,134.955,4,metal
Uncut,Gold Digger Woman,4.17,14.0,0.461,0.94,9.0,-6.587,1,0.061,0.0059,2.37e-06,0.0808,0.599,148.048,4,rock
Damn Yankees,Come Again,5.66,48.0,0.222,0.681,9.0,-10.832,0,0.0469,0.126,8.03e-05,0.128,0.388,130.689,4,rock
The Black Angels,Currency,5.28,40.0,0.446,0.848,5.0,-5.328,1,0.0475,0.00114,0.0517,0.105,0.133,146.014,4,rock
The Yawpers,Forgiveness Through Pain,3.01,36.0,0.374,0.951,10.0,-4.4,0,0.113,0.0189,0.0112,0.0933,0.48,132.835,4,rock
Absu,Pillars Of Mercy,4.36,30.0,0.269,0.993,8.0,-6.664,1,0.0866,0.00134,0.393,0.129,0.161,145.99,4,metal
Eradicate Me,Asymmetry,3.22,24.0,0.366,0.994,10.0,-2.364,1,0.166,0.00191,1.98e-05,0.356,0.111,160.094,4,metal
Sleepy Sun,Desert God,5.28,38.0,0.312,0.543,9.0,-7.952,1,0.0313,0.0304,0.18,0.107,0.199,133.17,4,rock
Mammoth WVH,Don‚Äôt Back Down,3.76,54.0,0.5,0.932,7.0,-4.564,1,0.127,3.42e-05,0.000676,0.102,0.419,139.981,4,rock
Blondie,One Way Or Another,3.59,66.0,0.45,0.914,2.0,-5.4,1,0.0607,0.0305,1.42e-05,0.152,0.904,162.487,4,rock
Sonny Rollins Quartet,When Your Lover Has Gone,6.16,37.0,0.587,0.247,5.0,-13.394,0,0.0363,0.835,0.0687,0.0977,0.399,107.768,4,instrumental
Westlife,You Are So Beautiful (To Me),3.07,2.0,0.386,0.116,1.0,-12.845,1,0.041,0.967,9.62e-05,0.071,0.105,118.17,4,pop
Cream,Sunshine Of Your Love,4.17,68.0,0.684,0.481,2.0,-12.59,1,0.0384,0.475,6.57e-05,0.118,0.784,115.078,4,rock
Moshe Peretz,◊î◊ô◊ô◊†◊ï ◊©◊†◊ô◊ô◊ù,3.9,31.0,0.824,0.597,2.0,-8.071,0,0.0387,0.681,6.34e-06,0.266,0.722,123.036,4,pop
Jayy Grams,Moment of Truth,3.26,44.0,0.537,0.709,1.0,-9.49,1,0.131,0.0375,2.02e-06,0.152,0.186,81.929,4,hiphop
Mohammed Rafi,Pathar Ke Sanam,4.96,24.0,0.362,0.43,11.0,-12.339,1,0.0356,0.953,0.465,0.189,0.572,104.3,4,bollywood
John Paul Jones,Leafy Meadows,5.17,37.0,0.479,0.909,2.0,-7.404,1,0.0716,9.07e-05,0.758,0.634,0.278,111.892,4,rock
TOOL,Sober,5.11,68.0,0.385,0.673,2.0,-8.182,1,0.0329,0.000183,0.149,0.0721,0.187,149.271,4,rock
Stevie Salas,Blind,4.8,29.0,0.743,0.699,2.0,-9.518,1,0.0667,0.0424,0.0221,0.0482,0.534,94.936,4,rock
Stick Figure,Summertime (feat. Citizen Cope),3.98,61.0,0.744,0.69,1.0,-5.176,0,0.0387,0.0292,0.00186,0.362,0.749,79.999,4,rock
NUMI,◊î◊†◊ï◊£ ◊û◊©◊™◊†◊î,2.82,19.0,0.704,0.414,7.0,-13.661,1,0.223,0.603,4.03e-05,0.325,0.151,85.05,4,hiphop
Patti Smith,We Three,4.3,35.0,0.3,0.308,9.0,-12.006,0,0.0318,0.414,0.000328,0.11,0.192,187.968,3,rock
KONGOS,Terrified,3.69,39.0,0.574,0.71,4.0,-7.991,0,0.192,0.136,0.0192,0.121,0.725,168.114,4,rock
Milk Teeth,Owning Your Okayness,3.32,29.0,0.46,0.927,10.0,-3.642,1,0.0794,0.000272,2.18e-06,0.268,0.561,128.175,4,rock
Kaisaku,Cerulean,4.86,32.0,0.586,0.55,5.0,-10.846,1,0.0411,0.0287,0.937,0.0674,0.128,115.974,4,pop
sunflwr,kawamurra,3.66,27.0,0.98,0.529,11.0,-9.665,0,0.219,0.165,0.0773,0.0887,0.285,126.004,4,pop
Breezer,Alive,4.27,18.0,0.394,0.989,11.0,-6.175,1,0.0428,2.24e-06,0.612,0.305,0.621,136.999,4,rock
Egypt Central,Hunted,2.89,47.0,0.355,0.942,5.0,-3.374,0,0.108,9.87e-05,0.00948,0.33,0.397,195.022,3,metal
Missy Elliott,The Rain (Supa Dupa Fly),4.18,60.0,0.836,0.595,6.0,-9.338,1,0.201,0.141,0.00375,0.329,0.762,79.98,4,hiphop
Lukach,◊û◊ï◊™◊ß ◊ê◊†◊≥◊ú◊ê ◊û◊©◊ú◊ù,2.4,13.0,0.735,0.572,5.0,-10.533,1,0.0868,0.125,9.24e-06,0.2,0.74,122.914,4,hiphop
David Bowie,Let's Dance - 1999 Remaster,7.62,15.0,0.619,0.703,10.0,-9.414,0,0.0525,0.00388,0.205,0.163,0.709,115.043,4,rock
Aviv Geffen,◊û◊ß◊°◊ô◊ß◊ï,3.65,25.0,0.544,0.909,4.0,-8.654,0,0.0355,0.0502,0.0233,0.232,0.602,120.752,4,rock
Within Temptation,Faster,4.4,59.0,0.505,0.932,6.0,-2.894,0,0.0412,0.00115,0.000195,0.135,0.486,120.008,4,metal
Another Now,Trojan,3.28,38.0,0.533,0.972,11.0,-5.913,0,0.254,0.00041,1.04e-05,0.336,0.117,130.071,4,metal
ColdWorld,This Empty Life,7.33,26.0,0.17,0.816,7.0,-8.977,0,0.124,0.482,0.832,0.101,0.035,118.889,4,metal
Necrophobic,The Infernal Depths of Eternity,7.56,28.0,0.175,0.972,2.0,-5.193,1,0.101,3.95e-06,0.638,0.131,0.16,135.044,4,metal
Andy Sheppard Quartet,Romaria,5.19,48.0,0.38,0.054,7.0,-21.941,1,0.037,0.964,0.684,0.151,0.181,134.175,3,instrumental
Stone Sour,30/30-150,4.3,5.0,0.512,0.919,4.0,-4.581,1,0.0894,4.03e-05,0.000629,0.0899,0.602,163.044,4,metal
Eyes Set To Kill,Find Our Way,3.49,45.0,0.578,0.826,5.0,-7.537,1,0.0405,2.16e-05,0.676,0.188,0.376,110.049,4,metal
Repenter,Forever,4.18,21.0,0.378,0.764,11.0,-10.469,1,0.0857,0.0211,0.226,0.355,0.354,149.385,4,rock
Taylor Swift,Delicate,3.87,77.0,0.75,0.404,9.0,-10.178,0,0.0682,0.216,0.000357,0.0911,0.0499,95.045,4,pop
PACKS,New TV,2.36,34.0,0.498,0.539,6.0,-7.679,0,0.0269,0.0612,0.166,0.11,0.42,149.89,4,rock
Simply Red,Stars - Live at Sydney Opera House,4.1,41.0,0.628,0.913,7.0,-7.222,1,0.0503,0.156,0.000352,0.974,0.557,105.01,4,pop
Snowy Dunes,Desert Cold,6.22,33.0,0.286,0.638,2.0,-8.931,1,0.0487,0.06,0.000779,0.363,0.405,131.796,4,rock
The Rolling Stones,Out Of Control,4.73,53.0,0.742,0.56,9.0,-7.905,1,0.0424,0.325,0.0378,0.538,0.715,122.202,4,rock
Foogiano,MOLLY (Remix) [feat. DaBaby],3.8,56.0,0.901,0.614,1.0,-6.732,0,0.263,0.0115,5.48e-06,0.108,0.266,135.504,4,hiphop
Ghost King,Slither,2.36,27.0,0.358,0.845,8.0,-8.258,1,0.0632,0.549,0.0479,0.106,0.398,170.051,4,rock
Tides From Nebula,Paratyphoid Fever,6.63,35.0,0.411,0.801,1.0,-7.006,1,0.0587,0.00111,0.87,0.0901,0.0723,105.051,4,metal
Rise Against,The Violence,3.81,61.0,0.294,0.92,10.0,-2.471,0,0.0635,4.11e-05,0.000232,0.0804,0.582,184.007,4,rock
Refused,Born On The Outs,3.58,44.0,0.615,0.821,9.0,-6.422,0,0.0647,0.00918,0.0193,0.219,0.391,125.039,4,rock
Arrival Of Autumn,Witness,3.86,34.0,0.492,0.98,8.0,-4.507,1,0.102,0.000242,0.0519,0.589,0.372,135.003,4,metal
"Pankaj Udhas, Sadhana Sargam",Na Kajare Ki Dhar (With Jhankar Beats),5.38,39.0,0.63,0.781,5.0,-10.534,0,0.0476,0.629,1.84e-05,0.232,0.772,145.436,4,bollywood
L≈™N,demolition (Ruined by Glass Petals),3.77,57.0,0.773,0.843,8.0,-5.733,1,0.0516,0.0074,0.428,0.0696,0.399,125.02,4,rock
Nati Levi,◊ê◊ó ◊ô◊ê ◊¢◊ô◊ï◊†◊ô,3.79,16.0,0.555,0.459,9.0,-15.192,1,0.0362,0.614,3.73e-06,0.0844,0.694,156.796,4,pop
Atreyu,Warrior (feat. Travis Barker),2.76,66.0,0.528,0.908,1.0,-4.243,0,0.0913,0.0485,0.000581,0.239,0.296,154.958,4,rock
Pearl Jam,Immortality - Remastered,5.3,56.0,0.633,0.543,2.0,-9.142,1,0.0296,0.0798,0.00671,0.0964,0.118,129.089,4,rock
Egypt Central,Hunted,2.89,47.0,0.355,0.942,5.0,-3.374,0,0.108,9.87e-05,0.00948,0.33,0.397,195.022,3,rock
Murmur,Fragile,3.16,19.0,0.453,0.813,5.0,-4.212,1,0.0324,8.07e-05,0.0118,0.681,0.974,92.782,4,rock
Dream Theater,On the Backs of Angels,8.71,43.0,0.533,0.942,9.0,-6.25,0,0.0749,0.00354,0.102,0.0644,0.269,137.981,4,rock
Tincho,Good At It,3.43,20.0,0.464,0.729,6.0,-9.655,1,0.029,0.0611,0.407,0.162,0.835,159.902,4,rock
Lady Gaga,Stupid Love,3.23,77.0,0.68,0.825,8.0,-4.296,1,0.0702,0.00173,0.000122,0.27,0.784,117.987,4,pop
Mastodon,Just Got Paid,3.56,32.0,0.436,0.951,9.0,-4.332,1,0.0561,0.00123,0.00354,0.509,0.612,95.999,4,metal
The Beatles,Hey Jude - Remastered 2015,7.09,75.0,0.386,0.607,10.0,-7.7,1,0.0261,0.0112,1.38e-05,0.088,0.532,147.207,4,rock
"Claude Debussy, Julian Lloyd Webber, Royal Philharmonic Orchestra, James Judd","Rêverie, L. 68",4.0,52.0,0.135,0.0428,5.0,-26.085,1,0.0483,0.988,0.924,0.134,0.0394,63.831,4,instrumental
Acqua Fragile,Mass-Media Stars,6.9,20.0,0.385,0.94,11.0,-3.832,0,0.0725,0.475,0.00651,0.102,0.798,161.022,3,rock
Cellar Darling,DANCE,10.81,36.0,0.332,0.715,2.0,-7.809,0,0.0429,0.0272,0.297,0.125,0.111,138.768,4,metal
Aaron Smith,Unconditional,3.38,56.0,0.438,0.309,8.0,-9.022,0,0.0565,0.886,1.78e-06,0.21,0.314,137.705,4,pop
I Prevail,Every Time You Leave (Feat. Delaney Jane),3.61,52.0,0.473,0.749,1.0,-5.047,0,0.0277,0.000466,5.5e-06,0.0883,0.172,150.021,4,rock
Green Lung,Let the Devil In,5.0,36.0,0.361,0.8,5.0,-5.253,1,0.0446,2.2e-05,0.00859,0.0835,0.436,141.907,4,rock
Two Feet,I Feel Like I'm Drowning,3.09,76.0,0.717,0.577,8.0,-5.436,1,0.0491,0.708,0.00428,0.0899,0.235,104.927,3,rock
Ronnie Hawkins,Honey Don't,2.41,26.0,0.511,0.762,6.0,-8.66,1,0.0684,0.367,4.37e-05,0.183,0.7,169.121,3,rock
HOKO,Big Mistake,2.54,41.0,0.572,0.697,7.0,-6.352,1,0.269,0.00083,0.0307,0.0752,0.446,183.82,4,rock
Jefferson Airplane,"White Rabbit - Live at The Woodstock Music & Art Fair, August 17, 1969",2.45,34.0,0.415,0.633,11.0,-10.748,0,0.0324,0.353,1.59e-05,0.669,0.45,109.545,4,rock
Skid Row,Monkey Business,4.3,54.0,0.498,0.901,6.0,-6.724,0,0.0511,0.00102,0.000729,0.104,0.572,96.916,4,metal
Sevendust,Denial,4.31,54.0,0.602,0.907,1.0,-5.587,1,0.0522,2.62e-05,0.00333,0.222,0.461,104.348,4,metal
Friendship Commanders,Stonechild,4.16,24.0,0.293,0.667,9.0,-5.707,1,0.0692,1.12e-05,0.0306,0.111,0.306,117.921,4,rock
Pickwick,Hacienda Motel,3.83,46.0,0.575,0.754,11.0,-5.998,1,0.0244,0.0994,0.000836,0.0726,0.698,93.459,4,pop
"Tyler, The Creator",Yonkers,4.16,60.0,0.712,0.759,11.0,-5.397,1,0.334,0.0161,0.0808,0.217,0.738,79.102,4,pop
With Confidence,Cult,3.23,49.0,0.556,0.697,7.0,-5.959,1,0.0407,0.000128,1.15e-05,0.531,0.165,106.071,4,rock
Bumpin Uglies,Florida Showers,4.09,46.0,0.674,0.574,6.0,-9.087,1,0.051,0.324,8.9e-05,0.161,0.498,146.925,4,rock
Rob Scallon,Gateways,3.13,30.0,0.552,0.938,7.0,-5.248,1,0.0746,2.98e-06,0.717,0.0658,0.287,92.53,4,metal
Elvis Presley,All Shook Up,1.95,58.0,0.624,0.468,10.0,-12.162,1,0.132,0.881,6.35e-06,0.144,0.952,74.139,4,rock
Mohammed Rafi,All Line Clear,3.4,4.0,0.525,0.395,6.0,-9.291,1,0.0771,0.679,0.00125,0.227,0.889,124.537,4,bollywood
Truckfighters,Desert Cruiser,7.5,51.0,0.198,0.756,1.0,-7.04,1,0.0518,0.00229,0.715,0.16,0.246,121.924,4,rock
Henrik Freischlader,Openness,4.44,37.0,0.454,0.891,2.0,-5.101,1,0.0621,0.00229,0.0135,0.468,0.752,169.869,4,rock
Enslaved,Storm Son,10.91,35.0,0.2,0.968,1.0,-6.191,1,0.14,0.000734,0.548,0.0593,0.174,164.978,1,metal
Men At Work,Who Can It Be Now?,3.35,67.0,0.805,0.479,4.0,-14.734,1,0.0436,0.0627,0.000143,0.104,0.962,128.411,4,rock
Barely Civil,Box for My Organs,3.67,12.0,0.199,0.948,10.0,-5.012,0,0.0511,0.000397,0.744,0.128,0.253,163.499,4,rock
Gregory Alan Isakov,San Luis,4.54,68.0,0.567,0.434,7.0,-12.755,0,0.0349,0.86,0.257,0.115,0.254,82.459,4,pop
Lucinda Williams,You Can't Rule Me,4.02,45.0,0.379,0.83,2.0,-5.351,0,0.0474,0.00198,0.000941,0.171,0.46,134.037,4,rock
COLISION,Knees,3.14,10.0,0.43,0.637,1.0,-8.777,1,0.0317,1.73e-05,0.821,0.348,0.269,79.989,4,rock
Arch Echo,Stella,5.46,29.0,0.425,0.971,5.0,-4.978,1,0.137,0.00715,0.0122,0.0866,0.445,164.059,4,metal
Aviv Geffen,◊¢◊ù ◊î◊ñ◊û◊ü,3.77,20.0,0.377,0.477,9.0,-8.095,0,0.0303,0.831,4.79e-05,0.108,0.234,117.667,3,rock
Rod Stewart,In a Broken Dream,5.43,41.0,0.272,0.568,2.0,-10.408,0,0.0345,0.483,0.0897,0.404,0.38,149.825,4,rock
Lush,Thoughtforms - 2nd Version,2.78,40.0,0.363,0.872,11.0,-9.103,0,0.048,0.0743,0.929,0.231,0.238,105.06,4,rock
Jimmy Eat World,For Me This Is Heaven,4.11,42.0,0.603,0.895,1.0,-6.488,1,0.0326,0.0221,0.0047,0.0857,0.508,121.01,3,rock
Alice In Chains,Them Bones,2.49,67.0,0.159,0.946,9.0,-5.756,1,0.0629,0.0235,8.06e-06,0.387,0.309,165.014,1,metal
Citizen Cope,Something to Believe In,3.7,50.0,0.659,0.882,5.0,-7.039,1,0.0527,0.0462,0.0115,0.0919,0.881,156.099,4,rock
VEXED,Hideous,4.23,38.0,0.34,0.983,6.0,-3.152,0,0.222,0.000816,3.49e-06,0.667,0.0921,159.996,3,metal
Don Henley,The Boys Of Summer,4.81,77.0,0.516,0.549,6.0,-13.741,1,0.0373,0.501,0.00572,0.184,0.907,176.941,4,rock
Ashnikko,Slumber Party (feat. Princess Nokia),2.97,86.0,0.964,0.398,11.0,-8.981,0,0.0795,0.00151,3.95e-05,0.101,0.563,105.012,4,rock
Kayzo,Night Terror (feat. Of Mice & Men),3.41,47.0,0.657,0.744,7.0,-5.193,1,0.0341,0.00225,0.0433,0.362,0.241,90.026,4,rock
Nubiyan Twist,Figure Numatic,6.18,50.0,0.76,0.675,5.0,-6.276,1,0.0745,0.189,0.0203,0.109,0.417,97.021,4,hiphop
Eviatar Banai,◊ú◊ô◊ú◊î ◊õ◊ô◊ï◊ù ◊ô◊ê◊ô◊®,3.41,39.0,0.555,0.553,5.0,-6.627,1,0.0265,0.406,8.08e-06,0.0969,0.37,120.069,4,rock
Led Zeppelin,Dazed and Confused - 1990 Remaster,6.44,62.0,0.271,0.553,2.0,-9.526,1,0.0472,0.044,0.0096,0.0999,0.433,86.762,3,rock
REO Speedwagon,Don't Let Him Go,3.75,47.0,0.497,0.961,7.0,-5.774,1,0.0691,0.246,0.00125,0.129,0.675,105.593,4,rock
Neil Young,Heart of Gold - 2009 Remaster,3.12,73.0,0.541,0.459,4.0,-10.433,0,0.0297,0.189,0.0274,0.099,0.803,171.165,4,rock
Shalom Hanoch,◊ê◊í◊ì◊™ ◊ì◊©◊ê,5.63,22.0,0.423,0.312,1.0,-11.104,0,0.0368,0.865,3.73e-06,0.957,0.292,123.132,4,rock
Love and Rockets,Holiday on the Moon,6.1,46.0,0.334,0.636,2.0,-9.263,1,0.0288,4.17e-06,0.51,0.159,0.208,165.434,4,rock
Berry Galazka,Man Can't Hang - With GIRLI & Suzi Wu,3.43,36.0,0.722,0.77,5.0,-4.817,0,0.068,0.422,4.96e-05,0.273,0.62,135.109,4,rock
Van Halen,Hot for Teacher - 2015 Remaster,4.71,69.0,0.552,0.947,2.0,-4.671,1,0.15,0.000652,0.00025,0.0637,0.465,127.631,4,metal
Shocking Blue,Venus,3.13,66.0,0.691,0.762,11.0,-6.47,0,0.0367,0.462,0.0286,0.0804,0.957,128.111,4,rock
Barracuda Sound,Rosa,1.71,38.0,0.55,0.0874,2.0,-20.571,0,0.0747,0.953,0.88,0.0988,0.255,97.052,4,instrumental
Scott Walker,Cossacks Are,4.53,32.0,0.422,0.587,4.0,-9.655,0,0.0993,0.0529,0.00366,0.0958,0.0961,140.852,4,rock
Pale Waves,Change,2.87,53.0,0.598,0.906,7.0,-3.435,1,0.0447,0.00931,3.95e-05,0.16,0.525,97.007,4,rock
Band Of Skulls,Love Is All You Love,3.38,35.0,0.511,0.697,4.0,-6.257,1,0.0278,0.000109,0.000104,0.0677,0.832,79.994,4,rock
Avihu Pinchasov Rhythm Club,◊¢◊ï◊ú◊î ◊ú◊ê◊ï◊ï◊ô◊®,3.66,32.0,0.638,0.974,9.0,-3.668,1,0.0875,0.0289,0.00762,0.316,0.773,123.0,4,rock
New Model Army,The Hunt - 2005 Remaster,4.2,32.0,0.476,0.943,5.0,-7.726,1,0.0845,0.00547,0.0579,0.123,0.542,169.854,4,rock
The Black Keys,Poor Boy a Long Way From Home,4.14,66.0,0.404,0.924,11.0,-5.387,0,0.0701,0.00123,0.748,0.442,0.417,93.418,4,rock
Motel Marys,Designated Driver,2.6,26.0,0.324,0.832,2.0,-5.95,1,0.0765,7.05e-05,0.0141,0.281,0.372,130.044,4,rock
Yehudit Ravitz,◊ú◊ß◊ó◊™ ◊ê◊™ ◊ô◊ì◊ô ◊ë◊ô◊ì◊ö,3.55,37.0,0.577,0.447,2.0,-16.187,0,0.0412,0.424,0.00065,0.0837,0.675,84.476,4,pop
Cyrus Chestnut,Darn That Dream,5.09,46.0,0.418,0.0872,7.0,-24.547,1,0.0354,0.92,0.898,0.108,0.14,148.264,3,instrumental
Fiddlehead,Million Times,2.75,41.0,0.515,0.958,2.0,-5.33,1,0.0339,0.000741,0.000554,0.143,0.694,135.006,4,rock
Madonna,Hung Up - Live,9.84,39.0,0.556,0.825,9.0,-5.79,0,0.0473,0.00383,0.0828,0.922,0.28,125.001,4,pop
Reefer Tym,Carry Go,2.63,38.0,0.666,0.778,5.0,-3.835,0,0.0581,0.266,0.307,0.0803,0.873,196.052,4,pop
"Asha Bhosle, Mohammed Rafi",Gora Rang Chunariya Kali,5.72,1.0,0.299,0.867,6.0,-8.981,1,0.329,0.863,2.62e-05,0.197,0.881,165.444,4,bollywood
L.A. WITCH,Sleep,3.89,36.0,0.363,0.81,4.0,-4.019,0,0.0397,0.00805,0.508,0.128,0.555,118.581,4,rock
The Raconteurs,Level,2.35,48.0,0.519,0.666,1.0,-9.732,1,0.0645,0.101,0.346,0.118,0.274,146.467,4,rock
W.A.S.P.,Chainsaw Charlie(Murders In The New Morgue),8.72,43.0,0.232,0.961,5.0,-7.454,0,0.161,3.53e-05,0.158,0.157,0.297,154.418,4,metal
Brad Mehldau,Ron's Place,6.51,41.0,0.491,0.101,9.0,-22.313,1,0.0391,0.887,0.877,0.114,0.363,96.211,3,instrumental
Dead Heat,World At War,3.32,28.0,0.27,0.952,1.0,-3.642,0,0.0885,6.51e-05,0.00206,0.2,0.54,89.766,4,metal
Nirvana,Come As You Are,3.65,78.0,0.5,0.824,4.0,-5.846,0,0.0388,0.00016,0.00161,0.0916,0.539,120.125,4,rock
Savannah Pope,He Sees Me,5.19,16.0,0.481,0.455,7.0,-7.471,0,0.0315,0.0199,0.0881,0.104,0.333,128.013,4,rock
Céline Dion,The Power Of Love - Live à Paris,4.76,31.0,0.487,0.678,7.0,-8.058,1,0.0334,0.167,1.14e-05,0.687,0.355,140.175,4,pop
Udit Narayan,Jaadu Teri Nazar,4.67,48.0,0.604,0.689,6.0,-13.12,0,0.0459,0.401,4.45e-05,0.104,0.673,87.838,4,bollywood
The Blue Stones,Shakin' Off The Rust,3.72,58.0,0.585,0.8,7.0,-6.094,1,0.035,0.0017,4.96e-06,0.0981,0.368,110.971,4,rock
Shining,The Last Stand,4.29,21.0,0.412,0.987,1.0,-2.974,0,0.127,1.67e-05,0.00661,0.204,0.239,134.965,4,metal
Deathstars,Blitzkrieg,4.1,42.0,0.491,0.949,8.0,-4.428,1,0.0853,0.000191,0.00262,0.109,0.316,139.988,4,metal
Hanan Ben Ari,◊ú◊ê◊î◊ï◊ë ◊ê◊ï◊™◊ö ◊û◊ó◊ì◊©,4.25,33.0,0.697,0.545,2.0,-7.429,0,0.0335,0.0994,0.00105,0.163,0.624,79.979,4,pop
Lenny Kravitz,Again,3.86,69.0,0.55,0.804,2.0,-5.218,1,0.0271,0.0148,4.33e-05,0.105,0.789,79.166,4,rock
Mr JazziQ,Woza,6.52,57.0,0.822,0.419,6.0,-9.26,1,0.0761,0.00413,0.000212,0.0312,0.486,112.999,4,pop
Inquisition,A Glorious Shadow from Fire and Ashes,6.43,29.0,0.371,0.994,2.0,-5.875,0,0.115,2.86e-06,0.844,0.173,0.0322,119.998,3,metal
Weezer,Hero,3.94,58.0,0.549,0.741,2.0,-3.711,1,0.0325,0.000423,0.000715,0.298,0.42,140.017,4,rock
Great American Ghost,Altar of Snakes,3.57,29.0,0.339,0.959,1.0,-5.181,1,0.0804,0.000156,1.35e-05,0.355,0.176,157.75,4,metal
Solence,Thunder,3.39,51.0,0.694,0.765,5.0,-5.773,0,0.0613,0.0165,0.00278,0.179,0.407,129.927,4,rock
Klone,Yonder,7.53,42.0,0.566,0.577,4.0,-5.868,0,0.0292,0.00449,6.32e-05,0.386,0.217,109.938,4,rock
"Justin Wellington, Small Jam",Iko Iko (My Bestie),3.05,87.0,0.862,0.753,5.0,-5.356,1,0.0625,0.131,2.01e-06,0.077,0.827,105.039,4,pop
Nora Maddox,Il Confine Del Dolore - feat: Ensemble Cordes De La Mer,1.97,43.0,0.206,0.103,2.0,-19.888,0,0.0355,0.968,0.944,0.0989,0.0544,71.412,4,instrumental
Warbringer,Living Weapon,4.36,41.0,0.336,0.988,8.0,-5.357,1,0.2,1.05e-05,0.0473,0.206,0.15,105.843,4,metal
Marcy Playground,A Cloak Of Elvenkind,3.0,41.0,0.415,0.363,7.0,-10.736,1,0.0315,0.694,0.633,0.105,0.258,83.486,4,rock
ShiGGa Shay,uRight (feat. Jay Park),3.51,51.0,0.721,0.517,7.0,-7.308,0,0.0622,0.306,6.65e-05,0.13,0.171,79.015,4,hiphop
"Above, Below",Paradise,3.27,26.0,0.474,0.992,9.0,-2.633,0,0.284,0.00046,0.000258,0.087,0.0826,125.042,4,metal
Rory Gallagher,Bad Penny,4.09,55.0,0.252,0.729,2.0,-10.022,0,0.0646,0.0974,0.00881,0.045,0.689,199.738,4,rock
MONO,After You Comes the Flood,5.61,30.0,0.148,0.864,4.0,-7.92,0,0.0788,5.29e-05,0.616,0.0951,0.197,103.573,4,metal
